synindex,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
741,RIS_0,64,130,8,55,19,2,1,85,12,6,8,19,7,75,4,6,6,60,70,10,7,2,85
742,RIS_0,71,220,9,110,36,1,1,91,13,7,9,36,8,80,5,7,7,65,72,11,8,3,88
743,RIS_0,66,230,10,120,37,2,2,87,14,8,10,37,9,85,6,8,8,70,75,12,9,4,90
744,RIS_0,73,240,11,130,38,1,1,93,15,9,11,38,10,90,7,9,9,75,78,13,10,5,92
745,RIS_1,78,210,5,89,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
746,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
747,RIS_1,65,150,2,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
748,RIS_1,90,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,2,1,55
749,RIS_1,70,250,1,80,32,1,0,85,6,4,2,30,3,35,0,1,1,35,50,7,3,3,65
750,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,2,2,0,70
751,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,80
752,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,3,0,85
753,RIS_1,75,125,3,65,17,0,0,88,8,4,6,18,2,20,-7,2,2,4,85,2,2,0,45
754,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,25,3,1,1,2,-7,1,2,0,55
755,RIS_1,67,170,5,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,35,10,3,0,70
756,RIS_1,76,150,2,70,19,1,0,90,14,6,5,22,4,45,4,1,1,10,60,3,4,0,70
757,RIS_1,72,70,4,45,14,0,0,88,13,6,6,2,3,25,0,1,1,9,-7,2,1,0,40
758,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,3,0,75
759,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,2,-7,85
760,RIS_0,74,75,3,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,2,0,90
761,RIS_0,67,220,3,65,22,0,0,95,2,4,6,24,3,50,0,2,2,42,70,4,2,1,70
762,RIS_0,57,160,2,70,2,5,4,70,33,6,5,8,2,45,0,2,2,1,-7,0,1,0,70
763,RIS_0,63,60,6,35,5,0,0,55,4,4,6,6,2,40,0,0,0,1,75,0,1,-7,65
764,RIS_1,78,210,5,85,25,0,0,95,-7,7,8,25,2,45,2,1,1,15,65,3,2,0,70
765,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
766,RIS_1,65,150,3,70,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,3,0,60
767,RIS_1,88,320,10,130,28,0,0,100,-7,7,8,28,1,30,0,1,1,12,55,2,2,1,65
768,RIS_1,70,250,2,80,35,1,0,85,6,4,3,35,4,35,0,1,1,30,45,7,4,2,55
769,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,7,-8,3,2,0,70
770,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,13,-8,7,1,0,80
771,RIS_1,58,130,4,65,24,2,1,75,3,4,4,30,3,60,0,1,1,9,85,3,4,0,85
772,RIS_1,75,135,1,68,19,0,0,90,8,4,6,20,2,22,-7,2,2,6,87,3,2,0,45
773,RIS_1,83,230,35,130,16,0,0,88,11,6,6,16,0,21,3,1,1,2,-8,2,2,0,55
774,RIS_1,67,180,5,85,33,1,1,90,4,0,5,32,2,15,2,1,1,17,35,10,3,0,70
775,RIS_1,76,160,2,74,21,1,0,92,14,6,5,24,4,45,4,1,1,12,63,4,5,0,70
776,RIS_1,74,80,4,52,16,0,0,90,13,6,6,4,3,30,2,1,1,11,-8,3,1,0,40
777,RIS_1,79,170,7,85,30,0,0,100,-7,7,8,45,3,35,0,1,1,25,83,5,4,0,75
778,RIS_1,81,200,20,75,16,0,0,94,31,6,6,16,0,50,14,0,0,5,56,3,3,-8,85
779,RIS_0,72,85,3,43,15,0,0,100,-7,7,8,16,2,28,-8,0,0,60,72,5,3,0,90
780,RIS_0,69,230,3,72,24,0,0,97,2,4,6,26,3,50,0,2,2,45,75,6,3,1,70
781,RIS_0,57,170,2,72,2,5,4,76,33,6,5,10,2,55,0,2,2,1,-8,1,1,0,70
782,RIS_0,63,70,6,40,7,0,0,58,4,4,6,8,2,45,0,0,0,1,77,1,2,-8,65
783,RIS_1,78,210,5,89,22,0,0,95,12,6,6,22,2,45,4,1,1,15,65,3,2,0,68
784,RIS_1,85,290,8,120,25,0,0,100,-7,7,8,25,1,60,0,2,2,10,70,4,3,0,75
785,RIS_1,72,150,3,75,20,1,0,90,5,3,5,20,3,40,3,2,2,8,60,3,2,0,55
786,RIS_1,88,320,10,130,28,0,0,100,-7,7,8,28,1,30,0,1,1,12,50,5,2,0,72
787,RIS_1,65,250,2,80,30,1,0,85,8,4,2,30,4,35,0,1,1,30,45,7,3,2,60
788,RIS_1,89,300,12,110,18,0,0,100,-7,7,8,18,2,55,0,3,3,7,-7,3,2,0,70
789,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,76
790,RIS_1,58,130,4,65,24,2,2,75,3,4,4,30,3,60,0,2,2,9,85,3,4,0,85
791,RIS_1,76,140,1,70,19,0,0,90,10,4,6,20,2,25,-7,3,3,6,90,3,2,0,45
792,RIS_1,83,230,35,135,16,0,0,88,13,6,6,16,0,22,5,2,2,2,-7,2,2,0,52
793,RIS_1,67,180,5,88,35,2,1,90,4,0,5,34,2,15,4,2,2,17,35,10,3,0,68
794,RIS_1,79,170,2,75,21,1,0,92,16,6,5,24,4,50,6,2,2,12,65,4,5,0,70
795,RIS_1,75,80,4,55,16,0,0,90,15,6,6,4,3,30,2,2,2,11,-7,3,1,0,40
796,RIS_1,81,180,9,85,30,0,0,100,-7,7,8,45,3,35,0,2,2,25,85,7,4,0,72
797,RIS_1,82,200,20,78,16,0,0,94,33,6,6,16,0,55,16,0,0,5,60,3,3,-7,85
798,RIS_0,74,90,3,45,15,0,0,100,-7,7,8,16,2,30,-7,0,0,62,75,5,3,0,90
799,RIS_0,70,230,3,72,24,0,0,97,2,4,6,26,3,55,0,4,4,45,75,6,3,1,70
800,RIS_0,57,170,2,73,2,7,6,76,35,6,5,10,2,55,0,4,4,1,-7,1,1,0,70
801,RIS_0,63,70,6,40,7,0,0,58,4,4,6,8,2,45,0,1,1,1,80,1,2,-7,65
802,RIS_0,73,170,70,108,10,2,2,100,-7,0,8,12,0,0,0,0,0,4,-7,1,-7,0,12
803,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,4,1,1,15,65,3,2,0,60
804,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
805,RIS_1,72,150,3,70,20,1,0,90,8,4,5,20,3,40,2,2,2,20,50,5,3,0,55
806,RIS_1,88,320,10,130,28,0,0,100,-7,7,8,28,1,35,0,1,1,12,60,2,2,0,65
807,RIS_1,65,200,2,80,22,2,1,85,5,3,4,22,4,30,1,3,3,25,45,6,4,1,58
808,RIS_1,90,350,12,140,32,0,0,100,-7,7,8,32,1,25,0,0,0,8,75,3,1,0,80
809,RIS_1,70,180,4,75,24,1,0,92,10,5,5,24,2,38,3,1,1,18,55,4,3,0,62
810,RIS_1,82,280,6,110,26,0,0,98,15,6,6,26,2,42,0,1,1,14,68,3,2,0,70
811,RIS_1,68,190,1,78,21,1,0,88,7,4,5,21,3,36,2,2,2,22,48,5,4,0,57
812,RIS_1,84,310,9,125,29,0,0,100,-7,7,8,29,1,48,0,0,0,11,72,2,1,0,72
813,RIS_1,74,170,3,72,23,1,0,91,9,5,5,23,2,39,1,1,1,19,52,4,3,0,60
814,RIS_1,86,330,11,135,31,0,0,100,-7,7,8,31,1,20,0,0,0,9,78,1,1,0,85
815,RIS_1,76,220,7,100,27,0,0,96,14,6,6,27,2,44,0,1,1,13,65,3,2,0,68
816,RIS_1,80,290,5,115,28,0,0,99,16,6,6,28,1,46,0,0,0,10,70,2,1,0,73
817,RIS_0,69,160,2,68,19,2,1,82,4,3,4,19,3,32,1,2,2,30,40,5,4,1,52
818,RIS_0,71,175,4,74,22,1,0,89,6,4,5,22,2,37,2,1,1,25,47,4,3,0,58
819,RIS_0,67,185,1,76,20,1,0,87,5,4,5,20,3,34,1,2,2,28,43,5,4,0,55
820,RIS_0,73,195,3,77,21,1,0,90,7,5,5,21,2,36,1,1,1,26,45,4,3,0,57
821,RIS_0,75,205,6,85,23,0,0,93,8,5,5,23,1,40,0,0,0,20,50,3,2,0,65
822,RIS_1,78,210,5,89,22,0,0,95,12,6,6,22,2,45,3,1,1,15,42,3,2,0,68
823,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,60,0,0,0,10,70,4,1,0,75
824,RIS_1,70,150,4,75,20,1,0,90,5,3,5,20,3,35,2,2,2,8,65,3,2,0,50
825,RIS_1,88,340,10,125,27,0,0,100,-7,7,8,27,1,25,0,2,2,12,50,2,3,1,52
826,RIS_1,65,250,2,80,32,1,0,85,8,4,2,30,3,30,0,1,1,30,45,7,3,3,55
827,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,50,0,1,1,6,-7,2,2,0,65
828,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,10,-7,7,1,0,72
829,RIS_1,58,120,6,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,4,0,84
830,RIS_1,76,125,3,65,17,0,0,88,10,4,6,18,2,20,-7,2,2,4,85,2,2,0,42
831,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,18,3,1,1,0,-7,1,2,0,48
832,RIS_0,72,170,5,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,65
833,RIS_0,75,155,2,70,19,1,0,90,16,6,5,22,4,45,4,1,1,10,60,3,5,0,65
834,RIS_0,74,70,4,45,14,0,0,88,15,6,6,2,3,25,0,1,1,9,-7,2,1,0,35
835,RIS_0,77,165,9,80,28,0,0,100,-7,7,8,42,3,25,0,1,1,22,80,5,4,0,70
836,RIS_0,79,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,3,-7,80
837,RIS_0,50,75,3,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,4,3,0,85
838,RIS_0,67,220,3,65,22,0,0,95,2,4,6,24,3,50,0,2,2,42,70,5,3,1,65
839,RIS_0,55,160,2,70,0,5,4,70,35,6,5,8,2,45,0,2,2,0,-7,0,1,0,65
840,RIS_0,60,60,6,35,5,0,0,55,4,4,6,6,2,40,0,0,0,0,75,0,2,-7,55
841,RIS_0,71,155,70,105,8,2,2,100,-7,0,8,10,0,0,0,0,0,2,-7,1,-7,0,10
842,RIS_1,78,210,5,85,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
843,RIS_1,85,300,8,120,20,0,0,100,-7,7,8,20,1,50,0,0,0,10,70,2,1,0,75
844,RIS_1,65,150,3,60,30,1,0,90,5,3,5,30,3,40,2,2,2,20,50,4,3,0,60
845,RIS_1,88,320,10,130,22,0,0,100,-7,7,8,22,1,35,0,2,2,12,55,3,2,0,65
846,RIS_1,70,180,2,70,28,1,0,85,6,4,6,28,4,30,1,3,3,25,45,5,4,0,55
847,RIS_1,82,250,7,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,8,75,2,3,0,80
848,RIS_1,75,140,4,65,24,0,0,95,8,5,7,24,3,25,3,1,1,18,60,3,2,0,50
849,RIS_1,90,350,12,140,15,0,0,100,-7,7,8,15,0,20,0,0,0,5,80,1,1,0,85
850,RIS_1,68,160,1,55,32,2,1,88,4,2,4,32,5,15,4,2,2,22,40,6,5,0,45
851,RIS_1,83,280,9,125,19,0,0,100,-7,7,8,19,1,60,0,0,0,7,85,2,2,0,90
852,RIS_1,72,190,6,75,26,0,0,92,7,6,6,26,4,10,5,1,1,16,55,4,3,0,40
853,RIS_1,87,330,11,135,17,0,0,100,-7,7,8,17,2,65,0,1,1,9,90,1,3,0,95
854,RIS_1,67,170,2,58,29,1,0,89,5,3,5,29,3,5,6,2,2,19,50,5,4,0,35
855,RIS_1,84,290,8,115,21,0,0,100,-7,7,8,21,1,70,0,0,0,6,95,2,1,0,100
856,RIS_0,71,200,3,68,23,1,1,87,3,4,6,23,4,8,7,3,3,30,65,6,5,1,50
857,RIS_0,58,130,4,45,10,2,2,75,2,5,7,10,2,12,8,4,4,40,75,7,6,2,60
858,RIS_0,63,145,1,50,14,3,2,80,1,6,8,14,3,7,9,5,5,50,85,8,7,3,70
859,RIS_0,69,175,5,62,16,0,0,85,9,7,7,16,5,9,10,6,6,60,95,9,8,4,80
860,RIS_0,74,185,7,67,18,1,1,90,10,8,8,18,6,6,11,7,7,70,100,10,9,5,90
861,RIS_1,78,210,5,89,22,0,0,95,12,6,6,22,2,45,3,1,1,15,65,3,2,0,68
862,RIS_1,85,320,8,120,25,0,0,100,-7,7,8,25,1,60,0,2,2,10,70,4,3,0,75
863,RIS_1,70,150,4,75,20,1,0,90,5,3,5,20,3,40,2,3,3,8,60,5,2,0,50
864,RIS_1,88,340,10,125,28,0,0,100,-7,7,8,28,1,25,0,4,4,12,50,3,4,1,55
865,RIS_1,65,250,2,80,30,1,0,85,8,4,2,30,4,35,0,2,2,30,45,7,3,3,60
866,RIS_1,89,300,12,105,18,0,0,100,-7,7,8,18,2,55,0,3,3,6,-7,3,2,0,70
867,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,80
868,RIS_1,58,120,6,60,24,2,2,70,3,4,4,30,4,60,0,2,2,7,85,3,5,0,85
869,RIS_1,75,125,3,65,19,0,0,88,10,4,6,20,3,20,-7,3,3,6,85,3,3,0,45
870,RIS_1,83,215,35,130,16,0,0,86,13,6,6,16,1,25,5,2,2,2,-7,2,3,0,55
871,RIS_1,67,170,5,85,35,2,1,88,4,0,5,34,3,15,4,2,2,15,35,10,4,0,70
872,RIS_1,76,150,2,70,21,1,0,90,16,6,5,24,5,50,6,2,2,12,60,4,6,0,70
873,RIS_1,74,70,4,45,16,0,0,88,15,6,6,4,4,30,2,2,2,11,-7,3,2,0,40
874,RIS_1,79,160,9,80,30,0,0,100,-7,7,8,45,4,35,0,2,2,25,80,7,5,0,75
875,RIS_1,81,195,20,75,16,0,0,92,33,6,6,16,1,55,16,1,1,5,55,3,4,-7,85
876,RIS_0,72,75,3,40,15,0,0,100,-7,7,8,16,3,30,-7,1,1,60,70,5,4,0,90
877,RIS_0,69,220,3,65,24,0,0,95,2,4,6,26,4,55,0,4,4,45,70,6,4,2,70
878,RIS_0,57,160,2,70,2,7,6,70,35,6,5,10,3,55,0,4,4,1,-7,1,2,0,70
879,RIS_0,63,60,6,35,7,0,0,55,4,4,6,8,3,45,0,1,1,1,75,1,3,-7,65
880,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
881,RIS_1,85,320,8,110,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
882,RIS_1,72,150,2,75,20,1,0,90,8,4,5,20,3,40,2,2,2,20,60,4,3,0,55
883,RIS_1,88,340,10,125,28,0,0,100,-7,7,8,28,1,30,0,1,1,12,50,3,2,1,65
884,RIS_1,65,250,1,80,32,1,0,85,6,3,2,32,3,35,0,1,1,35,45,7,3,2,58
885,RIS_1,89,310,12,105,18,0,0,100,-7,7,8,18,2,55,0,2,2,6,-7,3,2,0,70
886,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,80
887,RIS_1,58,120,4,60,22,2,2,70,1,3,3,28,3,60,0,1,1,7,85,3,4,0,85
888,RIS_1,76,125,1,65,17,0,0,88,8,3,5,18,2,22,-6,2,2,4,85,3,2,0,45
889,RIS_1,83,215,35,130,14,0,0,86,11,5,5,14,0,21,3,1,1,2,-7,2,2,0,55
890,RIS_1,67,170,3,85,33,2,1,88,2,0,4,32,2,15,2,1,1,15,30,10,3,0,65
891,RIS_1,79,150,0,70,19,1,0,90,14,5,4,22,4,47,4,1,1,10,60,4,5,0,70
892,RIS_1,75,70,2,45,14,0,0,88,13,5,5,2,3,27,0,1,1,9,-7,3,1,0,40
893,RIS_1,80,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,4,0,75
894,RIS_1,81,195,20,75,14,0,0,92,30,5,5,14,0,52,14,0,0,3,55,3,3,-7,85
895,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,26,-7,0,0,60,70,5,3,0,90
896,RIS_0,69,220,1,65,22,0,0,95,0,3,5,24,3,51,0,2,2,43,70,6,3,1,70
897,RIS_0,57,160,0,70,0,5,4,70,33,5,4,8,2,49,0,2,2,-1,-7,1,1,0,70
898,RIS_0,63,60,4,35,5,0,0,55,2,3,5,6,2,42,0,0,0,-1,75,1,2,-7,65
899,RIS_1,78,210,5,89,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
900,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,80
901,RIS_1,72,150,3,75,20,1,0,92,5,3,5,20,3,40,2,2,2,20,60,5,3,0,65
902,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,50,3,2,1,55
903,RIS_1,65,250,2,80,32,1,0,85,6,4,2,32,3,35,0,1,1,35,45,7,3,2,60
904,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,3,2,0,70
905,RIS_1,84,375,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,78
906,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,3,4,0,85
907,RIS_1,75,125,1,65,17,0,0,88,8,4,6,18,2,20,-6,2,2,4,85,2,2,0,45
908,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,25,3,1,1,2,-7,2,2,0,52
909,RIS_1,67,170,3,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,68
910,RIS_1,76,150,0,70,19,1,0,90,14,6,5,22,4,45,4,1,1,10,60,4,5,0,66
911,RIS_1,74,70,2,45,14,0,0,88,13,6,6,2,3,25,0,1,1,9,-7,3,1,0,40
912,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,4,0,75
913,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,5,55,3,3,-7,85
914,RIS_0,72,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,5,3,0,90
915,RIS_0,67,220,1,65,22,0,0,95,0,4,6,24,3,50,0,2,2,45,70,6,3,1,68
916,RIS_0,57,160,0,70,0,5,4,70,33,6,5,8,2,45,0,2,2,0,-7,1,1,0,65
917,RIS_0,63,60,4,35,5,0,0,55,2,4,6,6,2,40,0,0,0,0,75,1,2,-7,58
918,RIS_1,78,210,5,89,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
919,RIS_1,85,320,8,110,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,80
920,RIS_1,72,150,3,75,20,1,0,90,5,4,5,20,3,40,2,2,2,20,60,4,3,0,65
921,RIS_1,88,340,10,120,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,50,3,2,1,55
922,RIS_1,65,250,2,80,32,1,0,85,6,3,2,32,3,35,0,1,1,35,45,7,3,2,60
923,RIS_1,89,310,12,105,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,3,2,0,70
924,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,78
925,RIS_1,58,120,4,60,22,2,1,70,3,3,3,28,3,60,0,1,1,7,85,3,3,0,85
926,RIS_1,76,125,1,65,17,0,0,88,8,3,5,18,2,20,-6,2,2,4,85,2,2,0,45
927,RIS_1,83,215,36,130,16,0,0,86,11,5,5,16,0,25,3,1,1,2,-7,2,1,0,52
928,RIS_1,67,170,3,85,33,1,1,88,4,0,4,32,2,15,2,1,1,15,30,10,2,0,68
929,RIS_1,79,150,0,70,19,1,0,90,14,5,4,22,4,45,4,1,1,10,60,4,4,0,68
930,RIS_1,75,70,2,48,14,0,0,88,13,5,5,4,3,25,0,1,1,9,-7,3,1,0,40
931,RIS_1,80,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,3,0,75
932,RIS_1,81,195,20,75,16,0,0,92,30,5,5,16,0,50,14,0,0,5,55,3,2,-7,85
933,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,5,2,0,90
934,RIS_0,70,220,1,68,22,0,0,95,2,3,5,24,3,50,0,2,2,42,70,6,2,1,70
935,RIS_0,57,160,0,70,2,5,4,70,33,5,4,8,2,45,0,2,2,1,-7,1,1,0,70
936,RIS_0,63,60,4,38,5,0,0,55,4,3,5,6,2,40,0,0,0,1,75,1,1,-7,65
937,RIS_1,78,210,5,85,22,0,0,95,12,6,6,22,2,45,2,1,1,15,65,3,2,0,68
938,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,50,0,0,0,10,70,4,1,0,75
939,RIS_1,72,150,2,70,20,1,0,90,8,5,5,20,3,40,1,2,2,20,60,5,3,0,60
940,RIS_1,88,320,10,130,30,0,0,100,-7,7,8,30,2,35,0,1,1,12,75,6,2,0,80
941,RIS_1,65,180,3,75,18,2,1,85,5,3,4,18,4,55,3,3,3,25,55,7,4,1,65
942,RIS_1,82,250,6,100,24,0,0,100,-7,7,8,24,1,60,0,0,0,8,80,3,1,0,70
943,RIS_1,70,140,1,65,19,1,0,88,10,4,5,19,2,30,4,1,1,18,58,4,2,0,55
944,RIS_1,84,290,9,125,28,0,0,100,-7,7,8,28,1,40,0,0,0,11,72,5,1,0,78
945,RIS_1,68,170,4,80,21,2,1,87,6,2,3,21,3,45,2,2,2,22,62,6,3,1,62
946,RIS_1,86,310,7,115,26,0,0,100,-7,7,8,26,1,55,0,0,0,9,78,4,1,0,72
947,RIS_1,74,160,2,72,22,1,0,89,9,5,5,22,3,35,1,2,2,19,64,5,3,0,58
948,RIS_1,80,230,5,90,23,0,0,93,11,6,6,23,2,50,0,1,1,14,68,4,2,0,65
949,RIS_1,76,200,3,78,20,1,0,91,7,4,5,20,4,60,3,3,3,24,66,7,4,1,70
950,RIS_1,83,270,8,110,27,0,0,100,-7,7,8,27,1,65,0,0,0,10,74,5,1,0,76
951,RIS_0,67,190,4,82,17,3,2,80,4,1,2,17,5,70,4,4,4,30,50,8,5,2,85
952,RIS_0,71,220,6,95,19,2,1,83,5,2,3,19,4,75,5,5,5,35,52,9,6,3,88
953,RIS_0,69,240,7,105,21,1,0,85,6,3,4,21,3,80,6,6,6,40,54,10,7,4,90
954,RIS_0,73,260,9,115,23,0,0,87,7,4,5,23,2,85,7,7,7,45,56,11,8,5,92
955,RIS_0,75,280,10,125,25,0,0,89,8,5,6,25,1,90,8,8,8,50,58,12,9,6,94
956,RIS_1,78,210,5,89,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
957,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
958,RIS_1,65,150,3,70,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
959,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,2,1,55
960,RIS_1,70,250,2,80,32,1,0,85,6,4,3,30,3,35,0,1,1,30,50,7,3,2,65
961,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-8,2,2,0,70
962,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,10,-8,7,1,0,80
963,RIS_1,58,130,4,65,22,2,1,75,3,4,4,28,3,60,0,1,1,7,85,2,3,0,85
964,RIS_1,75,135,1,68,17,0,0,90,8,4,6,18,2,25,-7,1,1,4,85,2,2,0,50
965,RIS_1,83,225,35,130,14,0,0,88,11,6,6,14,0,25,3,1,1,2,-8,1,2,0,55
966,RIS_1,67,180,3,85,33,1,1,90,4,0,5,32,2,15,2,1,1,15,35,10,3,0,70
967,RIS_1,76,160,2,72,19,1,0,92,14,6,5,22,4,45,4,1,1,10,60,3,4,0,70
968,RIS_1,72,80,4,55,14,0,0,90,13,6,6,4,3,30,0,1,1,9,-8,2,1,0,45
969,RIS_1,79,170,7,85,28,0,0,100,-7,7,8,42,3,35,0,1,1,22,80,5,3,0,75
970,RIS_1,81,200,20,75,14,0,0,94,30,6,6,14,0,50,14,0,0,3,55,2,2,-8,80
971,RIS_0,74,85,1,43,13,0,0,100,-7,7,8,14,2,30,-8,0,0,60,70,3,2,0,85
972,RIS_0,69,230,3,75,22,0,0,95,2,4,6,24,3,50,0,2,2,40,70,4,2,1,70
973,RIS_0,57,170,2,72,2,5,4,70,33,6,5,8,2,45,0,2,2,0,-8,0,1,0,70
974,RIS_0,63,70,4,40,5,0,0,60,4,4,6,6,2,40,0,0,0,0,75,0,1,-8,65
975,RIS_1,78,210,5,85,22,0,0,95,-7,7,8,25,2,45,1,1,1,15,65,3,2,0,70
976,RIS_1,85,300,8,120,20,0,0,100,-7,7,8,20,1,50,0,0,0,10,70,4,1,0,75
977,RIS_1,72,150,3,60,18,1,0,90,5,3,5,18,3,40,2,2,2,20,60,3,2,0,65
978,RIS_1,88,320,10,130,25,0,0,100,-7,7,8,30,1,30,0,1,1,12,50,5,2,1,55
979,RIS_1,65,250,2,80,35,1,0,85,6,4,2,30,3,35,0,1,1,30,45,7,3,2,60
980,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,6,-8,3,2,0,68
981,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-8,7,1,0,74
982,RIS_1,58,130,4,65,24,2,2,75,3,4,4,30,3,60,0,1,1,7,85,3,4,0,85
983,RIS_1,75,135,1,68,19,0,0,90,8,4,6,20,2,22,-7,2,2,6,87,3,2,0,45
984,RIS_1,83,230,35,130,16,0,0,88,11,6,6,16,0,21,3,1,1,2,-8,2,2,0,52
985,RIS_1,67,180,5,85,33,2,1,90,4,0,5,32,2,15,2,1,1,15,35,10,3,0,66
986,RIS_1,76,160,2,74,21,1,0,92,14,6,5,24,4,47,4,1,1,10,65,4,5,0,68
987,RIS_1,74,80,4,55,16,0,0,90,13,6,6,4,3,29,0,1,1,9,-8,3,1,0,40
988,RIS_1,79,170,7,83,28,0,0,100,-7,7,8,42,3,31,0,1,1,23,83,5,4,0,72
989,RIS_1,81,200,20,75,16,0,0,94,31,6,6,16,0,54,14,0,0,5,58,3,3,-8,84
