synindex,Target,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad
11,1,34,EMP_1,GRA_0,1000000,6,0,FRE_1,EVE_0
12,1,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
13,1,29,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_0
14,1,31,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1
15,1,28,EMP_1,GRA_0,800000,9,0,FRE_0,EVE_0
16,1,34,EMP_1,GRA_0,1050000,8,0,FRE_0,EVE_0
17,1,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1
18,1,34,EMP_1,GRA_0,700000,6,0,FRE_0,EVE_0
19,1,25,EMP_0,GRA_0,750000,4,0,FRE_0,EVE_0
0,0,30,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0
1,0,29,EMP_0,GRA_0,500000,5,1,FRE_0,EVE_0
2,0,32,EMP_1,GRA_0,1200000,3,0,FRE_1,EVE_0
3,0,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
4,0,34,EMP_1,GRA_0,1000000,5,0,FRE_0,EVE_0
5,0,26,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0
6,0,31,EMP_0,GRA_1,300000,5,1,FRE_0,EVE_0
7,0,27,EMP_1,GRA_0,850000,4,0,FRE_0,EVE_0
8,0,33,EMP_1,GRA_0,550000,5,0,FRE_1,EVE_0
9,0,28,EMP_1,GRA_0,1300000,6,1,FRE_0,EVE_0
10,1,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1
11,1,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0
12,1,33,EMP_0,GRA_0,400000,7,0,FRE_0,EVE_0
13,1,28,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
14,1,31,EMP_1,GRA_0,1350000,3,1,FRE_0,EVE_1
15,1,34,EMP_1,GRA_0,700000,7,0,FRE_0,EVE_0
16,1,27,EMP_0,GRA_0,1050000,4,0,FRE_0,EVE_0
17,1,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0
18,1,28,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1
19,1,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
0,0,28,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0
1,0,29,EMP_1,GRA_0,1100000,3,1,FRE_0,EVE_0
2,0,34,EMP_1,GRA_0,1300000,3,0,FRE_0,EVE_0
3,0,26,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
4,0,28,EMP_1,GRA_0,750000,6,0,FRE_1,EVE_0
5,0,35,EMP_0,GRA_0,900000,3,1,FRE_0,EVE_0
6,0,30,EMP_1,GRA_1,650000,6,0,FRE_1,EVE_0
7,0,29,EMP_1,GRA_0,1100000,5,0,FRE_1,EVE_0
8,0,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0
9,0,28,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0
10,1,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1
11,1,26,EMP_1,GRA_0,1400000,9,1,FRE_0,EVE_1
12,1,31,EMP_0,GRA_0,1300000,2,0,FRE_1,EVE_0
13,1,31,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0
14,1,30,EMP_1,GRA_1,550000,4,0,FRE_0,EVE_0
15,1,31,EMP_1,GRA_0,1650000,7,1,FRE_1,EVE_0
16,1,31,EMP_0,GRA_0,1500000,4,1,FRE_1,EVE_1
17,1,33,EMP_0,GRA_0,1100000,4,0,FRE_0,EVE_0
18,1,35,EMP_0,GRA_0,900000,4,1,FRE_0,EVE_0
19,1,34,EMP_1,GRA_0,1050000,6,0,FRE_0,EVE_1
0,0,29,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0
1,0,32,EMP_0,GRA_0,950000,5,1,FRE_1,EVE_0
2,0,28,EMP_1,GRA_0,650000,6,0,FRE_0,EVE_0
3,0,30,EMP_1,GRA_1,1200000,3,0,FRE_1,EVE_0
4,0,33,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0
5,0,27,EMP_0,GRA_0,900000,5,0,FRE_0,EVE_0
6,0,34,EMP_1,GRA_0,1300000,7,0,FRE_1,EVE_0
7,0,28,EMP_1,GRA_0,700000,5,1,FRE_0,EVE_0
8,0,31,EMP_0,GRA_0,500000,3,0,FRE_0,EVE_0
9,0,25,EMP_1,GRA_1,1600000,4,0,FRE_1,EVE_0
10,1,34,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1
11,1,28,EMP_1,GRA_0,550000,5,1,FRE_0,EVE_0
12,1,33,EMP_0,GRA_0,1200000,7,0,FRE_0,EVE_1
13,1,25,EMP_1,GRA_1,1350000,4,0,FRE_1,EVE_0
14,1,32,EMP_1,GRA_0,1400000,5,1,FRE_0,EVE_1
15,1,35,EMP_0,GRA_0,1000000,3,0,FRE_0,EVE_0
16,1,26,EMP_1,GRA_0,1450000,4,0,FRE_1,EVE_1
17,1,30,EMP_1,GRA_1,800000,6,1,FRE_0,EVE_0
18,1,34,EMP_1,GRA_0,700000,7,0,FRE_1,EVE_0
19,1,28,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0
0,0,29,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0
1,0,31,EMP_0,GRA_0,950000,5,0,FRE_1,EVE_0
2,0,27,EMP_1,GRA_0,650000,3,1,FRE_0,EVE_0
3,0,34,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0
4,0,28,EMP_1,GRA_0,800000,4,0,FRE_1,EVE_0
5,0,33,EMP_0,GRA_0,1100000,5,1,FRE_0,EVE_0
6,0,26,EMP_1,GRA_0,550000,7,0,FRE_0,EVE_0
7,0,32,EMP_1,GRA_0,900000,5,0,FRE_1,EVE_0
8,0,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
9,0,29,EMP_1,GRA_0,850000,3,0,FRE_0,EVE_0
10,1,30,EMP_1,GRA_0,1400000,4,1,FRE_1,EVE_1
11,1,28,EMP_0,GRA_0,600000,6,0,FRE_0,EVE_0
12,1,33,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
13,1,26,EMP_1,GRA_0,1300000,3,1,FRE_0,EVE_0
14,1,31,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1
15,1,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0
16,1,34,EMP_1,GRA_0,700000,4,0,FRE_1,EVE_0
17,1,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0
18,1,32,EMP_0,GRA_0,850000,7,0,FRE_0,EVE_1
19,1,28,EMP_1,GRA_0,1150000,4,0,FRE_0,EVE_0
